year_month,station_id,station_name,station_name_en,station_attribute,metric,value,source_file
2019-03-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,121.1,dy_Report_2019.xml
2019-04-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,167.5,dy_Report_2019.xml
2019-05-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,273.6,dy_Report_2019.xml
2019-06-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,179.1,dy_Report_2019.xml
2019-07-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,346.8,dy_Report_2019.xml
2019-08-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,278.3,dy_Report_2019.xml
2019-09-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,390.7,dy_Report_2019.xml
2019-10-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,122.2,dy_Report_2019.xml
2019-11-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,65.7,dy_Report_2019.xml
2019-12-01,467620,蘭嶼,LANYU,署屬有人氣象站,Precipitation,278.6,dy_Report_2019.xml
2019-01-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,9.0,dy_Report_2019.xml
2019-02-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,6.5,dy_Report_2019.xml
2019-03-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,171.5,dy_Report_2019.xml
2019-04-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,135.0,dy_Report_2019.xml
2019-05-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,674.0,dy_Report_2019.xml
2019-06-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,754.5,dy_Report_2019.xml
2019-07-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,216.5,dy_Report_2019.xml
2019-08-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,664.5,dy_Report_2019.xml
2019-09-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,92.0,dy_Report_2019.xml
2019-10-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,9.5,dy_Report_2019.xml
2019-11-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,0.0,dy_Report_2019.xml
2019-12-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,138.0,dy_Report_2019.xml
2019-01-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,35.5,dy_Report_2019.xml
2019-02-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,12.9,dy_Report_2019.xml
2019-03-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,36.0,dy_Report_2019.xml
2019-04-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,28.3,dy_Report_2019.xml
2019-05-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,165.7,dy_Report_2019.xml
2019-06-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,132.9,dy_Report_2019.xml
2019-07-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,136.9,dy_Report_2019.xml
2019-08-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,216.4,dy_Report_2019.xml
2019-09-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,202.1,dy_Report_2019.xml
2019-10-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,25.3,dy_Report_2019.xml
2019-11-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,8.4,dy_Report_2019.xml
2019-12-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,92.0,dy_Report_2019.xml
2019-01-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,5.6,dy_Report_2019.xml
2019-02-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,86.0,dy_Report_2019.xml
2019-03-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,156.6,dy_Report_2019.xml
2019-04-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,120.1,dy_Report_2019.xml
2019-05-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,64.0,dy_Report_2019.xml
2019-06-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,337.2,dy_Report_2019.xml
2019-07-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,192.4,dy_Report_2019.xml
2019-08-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,27.3,dy_Report_2019.xml
2019-09-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,50.1,dy_Report_2019.xml
2019-10-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,6.1,dy_Report_2019.xml
2019-11-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,0.2,dy_Report_2019.xml
2019-12-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,40.6,dy_Report_2019.xml
2019-01-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,52.5,dy_Report_2019.xml
2019-02-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,80.5,dy_Report_2019.xml
2019-03-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,225.5,dy_Report_2019.xml
2019-04-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,135.5,dy_Report_2019.xml
2019-05-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,428.5,dy_Report_2019.xml
2019-06-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,364.0,dy_Report_2019.xml
2019-07-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,212.0,dy_Report_2019.xml
2019-08-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,292.0,dy_Report_2019.xml
2019-09-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,231.0,dy_Report_2019.xml
2019-10-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,14.0,dy_Report_2019.xml
2019-11-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,12.5,dy_Report_2019.xml
2019-12-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,166.5,dy_Report_2019.xml
2019-01-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,9.0,dy_Report_2019.xml
2019-02-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,8.0,dy_Report_2019.xml
2019-03-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,133.5,dy_Report_2019.xml
2019-04-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,82.5,dy_Report_2019.xml
2019-05-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,290.5,dy_Report_2019.xml
2019-06-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,466.0,dy_Report_2019.xml
2019-07-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,186.0,dy_Report_2019.xml
2019-08-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,395.5,dy_Report_2019.xml
2019-09-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,53.0,dy_Report_2019.xml
2019-10-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,8.0,dy_Report_2019.xml
2019-11-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,0.0,dy_Report_2019.xml
2019-12-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,101.5,dy_Report_2019.xml
2019-01-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,6.0,dy_Report_2019.xml
2019-02-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,7.0,dy_Report_2019.xml
2019-03-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,137.0,dy_Report_2019.xml
2019-04-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,53.0,dy_Report_2019.xml
2019-05-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,195.0,dy_Report_2019.xml
2019-06-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,413.5,dy_Report_2019.xml
2019-07-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,167.0,dy_Report_2019.xml
2019-08-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,661.0,dy_Report_2019.xml
2019-09-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,203.0,dy_Report_2019.xml
2019-10-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,8.0,dy_Report_2019.xml
2019-11-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,0.0,dy_Report_2019.xml
2019-12-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,139.0,dy_Report_2019.xml
2019-01-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,27.0,dy_Report_2019.xml
2019-02-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,37.5,dy_Report_2019.xml
2019-03-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,289.0,dy_Report_2019.xml
2019-04-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,142.5,dy_Report_2019.xml
2019-05-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,297.0,dy_Report_2019.xml
2019-06-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,440.5,dy_Report_2019.xml
2019-07-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,77.5,dy_Report_2019.xml
2019-08-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,443.0,dy_Report_2019.xml
2019-09-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,52.5,dy_Report_2019.xml
2019-10-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,12.5,dy_Report_2019.xml
2019-11-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,0.0,dy_Report_2019.xml
2019-12-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,113.5,dy_Report_2019.xml
2020-01-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,47.6,dy_Report_2020.xml
2020-02-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,37.5,dy_Report_2020.xml
2020-03-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,307.0,dy_Report_2020.xml
2020-04-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,97.1,dy_Report_2020.xml
2020-05-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,427.6,dy_Report_2020.xml
2020-06-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,108.3,dy_Report_2020.xml
2020-07-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,256.0,dy_Report_2020.xml
2020-08-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,342.0,dy_Report_2020.xml
2020-09-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,164.0,dy_Report_2020.xml
2020-10-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,30.0,dy_Report_2020.xml
2020-11-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,25.0,dy_Report_2020.xml
2020-12-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,142.0,dy_Report_2020.xml
2020-01-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,71.0,dy_Report_2020.xml
2020-02-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,50.5,dy_Report_2020.xml
2020-03-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,139.5,dy_Report_2020.xml
2020-04-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,70.0,dy_Report_2020.xml
2020-05-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,316.0,dy_Report_2020.xml
2020-06-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,49.0,dy_Report_2020.xml
2020-07-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,129.5,dy_Report_2020.xml
2020-08-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,296.5,dy_Report_2020.xml
2020-09-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,106.5,dy_Report_2020.xml
2020-10-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,46.5,dy_Report_2020.xml
2020-11-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,33.0,dy_Report_2020.xml
2020-12-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,102.5,dy_Report_2020.xml
2020-01-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,149.1,dy_Report_2020.xml
2020-02-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,160.0,dy_Report_2020.xml
2020-03-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,266.0,dy_Report_2020.xml
2020-04-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,134.8,dy_Report_2020.xml
2020-05-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,428.4,dy_Report_2020.xml
2020-06-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,111.5,dy_Report_2020.xml
2020-07-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,140.5,dy_Report_2020.xml
2020-08-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,537.5,dy_Report_2020.xml
2020-09-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,450.0,dy_Report_2020.xml
2020-10-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,995.0,dy_Report_2020.xml
2020-11-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,592.0,dy_Report_2020.xml
2020-12-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,1088.5,dy_Report_2020.xml
2020-01-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,38.6,dy_Report_2020.xml
2020-02-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,29.6,dy_Report_2020.xml
2020-03-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,245.5,dy_Report_2020.xml
2020-04-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,87.9,dy_Report_2020.xml
2020-05-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,405.8,dy_Report_2020.xml
2020-06-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,117.9,dy_Report_2020.xml
2020-07-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,133.5,dy_Report_2020.xml
2020-08-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,322.5,dy_Report_2020.xml
2020-09-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,129.5,dy_Report_2020.xml
2020-10-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,25.5,dy_Report_2020.xml
2020-11-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,21.5,dy_Report_2020.xml
2020-12-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,145.0,dy_Report_2020.xml
2020-01-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,72.0,dy_Report_2020.xml
2020-02-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,119.6,dy_Report_2020.xml
2020-03-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,204.9,dy_Report_2020.xml
2020-04-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,99.7,dy_Report_2020.xml
2020-05-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,391.0,dy_Report_2020.xml
2020-06-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,118.4,dy_Report_2020.xml
2020-07-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,112.0,dy_Report_2020.xml
2020-08-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,554.0,dy_Report_2020.xml
2020-09-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,438.0,dy_Report_2020.xml
2020-10-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,881.0,dy_Report_2020.xml
2020-11-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,533.5,dy_Report_2020.xml
2020-12-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,1188.5,dy_Report_2020.xml
2020-01-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,189.0,dy_Report_2020.xml
2020-02-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,161.7,dy_Report_2020.xml
2020-03-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,202.7,dy_Report_2020.xml
2020-04-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,223.8,dy_Report_2020.xml
2020-05-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,475.7,dy_Report_2020.xml
2020-06-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,91.7,dy_Report_2020.xml
2020-07-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,134.0,dy_Report_2020.xml
2020-08-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,212.0,dy_Report_2020.xml
2020-09-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,485.4,dy_Report_2020.xml
2020-10-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,505.0,dy_Report_2020.xml
2020-11-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,277.5,dy_Report_2020.xml
2020-12-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,936.5,dy_Report_2020.xml
2020-01-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,101.6,dy_Report_2020.xml
2020-02-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,81.1,dy_Report_2020.xml
2020-03-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,131.5,dy_Report_2020.xml
2020-04-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,46.5,dy_Report_2020.xml
2020-05-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,327.0,dy_Report_2020.xml
2020-06-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,56.0,dy_Report_2020.xml
2020-07-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,56.4,dy_Report_2020.xml
2020-08-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,126.5,dy_Report_2020.xml
2020-09-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,150.5,dy_Report_2020.xml
2020-10-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,44.0,dy_Report_2020.xml
2020-11-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,32.0,dy_Report_2020.xml
2020-12-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,216.0,dy_Report_2020.xml
2020-01-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,50.7,dy_Report_2020.xml
2020-02-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,18.6,dy_Report_2020.xml
2020-03-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,119.1,dy_Report_2020.xml
2020-04-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,57.0,dy_Report_2020.xml
2020-05-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,171.5,dy_Report_2020.xml
2020-06-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,53.5,dy_Report_2020.xml
2020-07-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,105.0,dy_Report_2020.xml
2020-08-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,101.5,dy_Report_2020.xml
2020-09-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,107.0,dy_Report_2020.xml
2020-10-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,259.0,dy_Report_2020.xml
2020-11-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,146.0,dy_Report_2020.xml
2020-12-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,84.0,dy_Report_2020.xml
2020-01-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,42.0,dy_Report_2020.xml
2020-02-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,53.7,dy_Report_2020.xml
2020-03-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,167.8,dy_Report_2020.xml
2020-04-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,71.3,dy_Report_2020.xml
2020-05-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,413.4,dy_Report_2020.xml
2020-06-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,36.4,dy_Report_2020.xml
2020-07-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,5.5,dy_Report_2020.xml
2020-08-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,153.0,dy_Report_2020.xml
2020-09-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,105.5,dy_Report_2020.xml
2020-10-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,28.0,dy_Report_2020.xml
2020-11-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,13.0,dy_Report_2020.xml
2020-12-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,101.0,dy_Report_2020.xml
2020-01-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,90.0,dy_Report_2020.xml
2020-02-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,243.5,dy_Report_2020.xml
2020-03-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,161.5,dy_Report_2020.xml
2020-04-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,327.0,dy_Report_2020.xml
2020-05-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,212.0,dy_Report_2020.xml
2020-06-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,224.5,dy_Report_2020.xml
2020-07-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,77.5,dy_Report_2020.xml
2020-08-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,152.5,dy_Report_2020.xml
2020-09-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,66.0,dy_Report_2020.xml
2020-10-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,982.0,dy_Report_2020.xml
2020-11-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,1102.0,dy_Report_2020.xml
2020-12-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,1793.0,dy_Report_2020.xml
2020-01-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,31.9,dy_Report_2020.xml
2020-02-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,40.0,dy_Report_2020.xml
2020-03-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,68.7,dy_Report_2020.xml
2020-04-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,124.2,dy_Report_2020.xml
2020-05-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,342.3,dy_Report_2020.xml
2020-06-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,116.0,dy_Report_2020.xml
2020-07-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,56.0,dy_Report_2020.xml
2020-08-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,194.5,dy_Report_2020.xml
2020-09-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,168.5,dy_Report_2020.xml
2020-10-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,621.0,dy_Report_2020.xml
2020-11-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,483.5,dy_Report_2020.xml
2020-12-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,562.5,dy_Report_2020.xml
2020-01-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,37.7,dy_Report_2020.xml
2020-02-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,47.6,dy_Report_2020.xml
2020-03-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,39.0,dy_Report_2020.xml
2020-04-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,41.6,dy_Report_2020.xml
2020-05-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,61.1,dy_Report_2020.xml
2020-06-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,107.0,dy_Report_2020.xml
2020-07-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,19.5,dy_Report_2020.xml
2020-08-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,44.5,dy_Report_2020.xml
2020-09-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,48.0,dy_Report_2020.xml
2020-10-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,0.5,dy_Report_2020.xml
2020-11-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,5.0,dy_Report_2020.xml
2020-12-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,25.0,dy_Report_2020.xml
2020-01-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,,dy_Report_2020.xml
2020-02-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,,dy_Report_2020.xml
2020-03-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,,dy_Report_2020.xml
2020-04-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,14.1,dy_Report_2020.xml
2020-05-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,368.9,dy_Report_2020.xml
2020-06-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,40.5,dy_Report_2020.xml
2020-07-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,70.0,dy_Report_2020.xml
2020-08-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,360.6,dy_Report_2020.xml
2020-09-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,4.5,dy_Report_2020.xml
2020-10-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,0.5,dy_Report_2020.xml
2020-11-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,1.5,dy_Report_2020.xml
2020-12-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,27.5,dy_Report_2020.xml
2020-01-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,5.2,dy_Report_2020.xml
2020-02-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,2.4,dy_Report_2020.xml
2020-03-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,33.8,dy_Report_2020.xml
2020-04-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,39.8,dy_Report_2020.xml
2020-05-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,243.3,dy_Report_2020.xml
2020-06-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,28.1,dy_Report_2020.xml
2020-07-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,106.5,dy_Report_2020.xml
2020-08-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,207.5,dy_Report_2020.xml
2020-09-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,0.5,dy_Report_2020.xml
2020-10-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,0.5,dy_Report_2020.xml
