experiment,model,feature_set,n_features,cv_f1_mean,cv_f1_std,cv_auroc_mean,cv_auroc_std,test_f1,test_auroc
main_model_comparison,XGBoost,time_weather_history,26,0.8272648209168686,0.016447163831293826,0.9006109322526511,0.013745478411690276,0.8347693314429054,0.9068976244697109
main_model_comparison,LogisticRegression,time_weather_history,26,0.7717470389823058,0.03303076213606307,0.8912582459021341,0.011618523558022243,0.8075367009594266,0.8966188027221992
